82175, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.17, -0.08, 0.27, 0, 0, 0, 559, 25.02, 568.13, 94684.69, 25.24
82812, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,0.40, 0.24, -0.09, 0, 0, 0, 559, 25.02, 568.42, 94681.33, 25.28
83438, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,0.05, -0.37, 0.00, 0, 0, 0, 559, 25.02, 568.47, 94680.78, 25.25
84068, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.19, -0.59, 0.30, 0, 0, 0, 559, 25.02, 568.12, 94684.57, 25.29
84703, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,0.08, -0.55, -0.01, 0, 0, 0, 559, 25.02, 568.35, 94682.14, 25.25
85318, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.26, -0.05, 0.01, 0, 0, 0, 559, 25.02, 568.84, 94676.55, 25.25
85958, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,0.40, -0.20, 0.02, 0, 0, 0, 559, 25.02, 567.85, 94687.88, 25.29
86586, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,0.02, 0.95, 0.61, 0, 0, 0, 559, 25.02, 568.13, 94684.67, 25.25
87212, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,0.26, -1.47, -1.21, 0, 0, 0, 559, 25.02, 568.34, 94683.52, 25.30
87851, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,0.36, -0.79, -0.28, 0, 0, 0, 559, 25.02, 568.30, 94682.75, 25.25
88464, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,0.23, -0.14, -0.15, 0, 0, 0, 559, 25.02, 568.68, 94678.39, 25.25
89122, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,0.03, 0.00, 0.35, 0, 0, 0, 559, 25.02, 567.73, 94689.20, 25.29
89745, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.04, -0.09, 0.02, 0, 0, 0, 559, 25.02, 568.10, 94684.98, 25.26
90383, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,0.06, 0.10, 0.21, 0, 0, 0, 560, 25.03, 567.72, 94686.52, 25.31
91015, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.13, -1.04, 0.01, 0, 0, 0, 560, 25.03, 568.18, 94684.05, 25.27
